Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2023,Honda,Ridgeline RTL-E,New,"$45,920",4.8,6,Platinum White Pearl,Beige,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F70PB015829,X7015,5,5,4.8,4.8,4.2,5,5,NE,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845",4.8,2700,Meteorite Gray Metallic,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H91PH800231,H05130,16,5,3,4,4,5,5,TX,Dealer
2023,Honda,CR-V EX-L,New,"$36,900",4.7,178,Still Night Pearl,Black,All-wheel Drive,29.5,Gasoline,continuously variable automatic,4 Cylinder Engine,2HKRS4H76PH400569,23-0048,12,5,5,5,4,4,5,MO,Dealer
2022,Honda,Pilot EX-L,New,"$42,950",4.5,1627,Crystal Black Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50NB094491,NB094491,7,5,5,5,5,5,5,IA,Dealer
2023,Honda,CR-V EX-L,New,"$36,983",4.5,1627,Lunar Silver Metallic,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H71PH401354,PH401354,10,5,5,5,4,4,5,IA,Dealer
2022,Honda,Pilot Sport,New,"$39,950",4.5,1627,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB096368,NB096368,15,5,5,5,5,5,5,IA,Dealer
2023,Honda,Passport Elite,New,"$48,250",4.5,1627,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H01PB001061,H13427,6,,,,,,,IA,Dealer
2023,Honda,Passport EX-L,New,"$42,790",4.5,1627,Platinum White Pearl,Gray,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H52PB004384,H13462,6,,,,,,,IA,Dealer
2023,Honda,Passport EX-L,New,"$42,790",3.7,270,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H53PB007049,23H192,2,,,,,,,IA,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500",5,14,Sonic Gray Pearl,Black,All-wheel Drive,22,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF6H82NB102228,H22662,12,5,5,5,5,5,5,WI,Dealer
2022,Honda,Pilot Special Edition,New,"$44,600",4.8,1077,Platinum White Pearl,–,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H21NB105276,NB105276,5,5,5,5,5,5,5,TN,Dealer
2022,Honda,Pilot Sport,New,"$37,551",5,1516,Crystal Black Pearl,Black,Front-wheel Drive,23.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H37NB038203,22833,5,5,5,5,5,5,5,LA,Dealer
2022,Honda,HR-V EX-L,New,"$29,790",4.7,208,Midnight Amethyst,Black,All-wheel Drive,28.5,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H70NM750108,HN50108,–,3.8,3.2,3.6,3.6,4.2,4.2,IL,Dealer
2023,Honda,Passport EX-L,New,"$39,981",4.7,208,Radiant Red,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H5XPB005363,S33194,–,,,,,,,LA,Dealer
2023,Honda,CR-V EX-L,New,"$37,494",5,1349,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H72PH401718,J30040,5,5,5,5,4,4,5,IL,Dealer
2022,Honda,Pilot EX-L,New,"$43,605",4.6,1874,Lunar Silver Metallic,–,AWD,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H53NB096722,NB096722,10,5,5,5,5,5,5,IL,Dealer
2023,Honda,HR-V LX,New,"$24,895",4.7,739,Modern Steel Metallic,Black,FWD,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ1H37PM710340,C17613,1,4,5,4,5,5,5,IL,Dealer
2022,Honda,Accord Sport 2.0T,New,"$34,755",5,3,Silver Metallic,Black,Front-wheel Drive,27,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F36NA024561,H2196,–,5,5,5,5,5,5,KY,Dealer
2022,Honda,Pilot Special Edition,New,"$43,600",4.6,245,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H29NB105428,22H645,5,5,5,5,5,5,5,MI,Dealer
2022,Honda,Accord Sport 2.0T,New,"$34,755",5,38,Crystal Black Pearl,Black,Front-wheel Drive,27,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F3XNA025034,52101,81,5,5,5,5,5,5,IN,Dealer
2023,Honda,CR-V EX,New,"$34,405",4.7,38,Canyon,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H48PE012977,53123,3,5,5,5,4,4,5,IN,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,158",3,2142,Sonic Gray Pearl,Black,Front-wheel Drive,42.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F2XNA032871,41765-14,0,4.9,5,5,4.9,4.9,5,OH,Dealer
2023,Honda,Odyssey Elite,New,"$50,915",4.4,2,Obsidian Black,Gray,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H9XPB030171,H23065,–,5,5,4,4,4,5,OH,Dealer
2023,Honda,Odyssey Touring,New,"$46,290",4.4,2,Pewter,Mocha,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H81PB029319,H23063,–,5,5,4,4,4,5,OH,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560",5,2546,Still Night Pearl,Black,Front-wheel Drive,42.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F2XNA041327,NA041327,20,4.9,5,5,4.9,4.9,5,GA,Dealer
2023,Honda,Odyssey Elite,New,"$50,765",4.4,306,–,–,Front-wheel Drive,23.5,Gasoline,10-Speed Automatic,V6 Cylinder Engine,5FNRL6H94PB017593,234005,0,5,5,4,4,4,5,MI,Dealer
2022,Honda,Pilot EX-L,New,"$43,195",5,306,Platinum White Pearl,Blk Lth,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5FNYF6H53NB087521,225043,0,5,5,5,5,5,5,MI,Dealer
2022,Honda,Passport EX-L,New,"$40,995",4.9,306,Crystal Black Pearl,Blk Lth-Trmmed Seats,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5FNYF8H51NB026292,226018,0,5,5,4.9,5,4.9,5,MI,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845",4.8,3335,Lunar Silver Metallic,Black,All-wheel Drive,37,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,2HKRS6H91PH800343,QG23185,0,5,3,4,4,5,5,GA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240",4.8,3335,Platinum White Pearl,Black,All-wheel Drive,37,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,2HKRS6H93PH801655,QG23260,0,5,3,4,4,5,5,GA,Dealer
2022,Honda,Pilot TrailSport,New,"$48,343",4.6,1097,Sonic Gray Pearl,–,All-wheel Drive,22,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H87NB094305,27195,10,5,5,5,5,5,5,GA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$41,688",4.6,1097,Crystal Black Pearl,–,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH800437,27289,5,5,3,4,4,5,5,GA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845",4.8,1152,Crystal Black Pearl,Black,All-wheel Drive,,Hybrid,–,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H98PH800436,H800436,3,5,3,4,4,5,5,GA,Dealer
2022,Honda,Pilot Special Edition,New,"$44,600",5,14,Sonic Gray Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27NB086197,17243,2,5,5,5,5,5,5,OH,Dealer
2022,Honda,Pilot Sport,New,"$41,770",5,14,Platinum White Pearl,Black,AWD,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB105577,17405,2,5,5,5,5,5,5,OH,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240",4.4,14,Platinum White Pearl,Black,All-wheel Drive,,Hybrid,OTHER,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H93PH800554,17357,3,5,3,4,4,5,5,OH,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845",4.9,671,Crystal Black Pearl,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H96PH800466,64820,0,5,3,4,4,5,5,OH,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$34,090",4.4,0,Platinum,Black,FWD,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H55PH703699,7303699,10,5,3,4,4,5,5,OH,Dealer
2023,Honda,Passport Elite,New,"$51,150",5,3207,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H00PB003013,Q100231,0,,,,,,,NC,Dealer
2023,Honda,Civic Sport,New,"$29,540",5,3207,Sonic Gray Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F50PH507949,HO7532,10,,,,,,,NC,Dealer
2023,Honda,Civic Touring,New,"$34,145",5,3207,Meteorite Gray Metallic,Gray,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F94PH302325,HO7541,9,,,,,,,NC,Dealer
2022,Honda,Accord Sport 2.0T,New,"$38,550",5,20,Platinum White Pearl,Black,Front-wheel Drive,27,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F36NA017223,HO7521,9,5,5,5,5,5,5,NC,Dealer
2023,Honda,CR-V EX,New,"$34,250",4.4,880,White Pearl,–,All-wheel Drive,,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS4H49PH407165,91219,0,5,5,5,4,4,5,NC,Dealer
2023,Honda,Passport TrailSport,New,"$44,895",4.4,880,Crystal Black Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H69PB005198,H6685,6,,,,,,,VA,Dealer
2022,Honda,Pilot Sport,New,"$41,770",5,2945,Sonic Gray Pearl,Black,AWD,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB095283,NB095283,3,5,5,5,5,5,5,FL,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$41,235",4.7,2444,Platinum White Pearl,–,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH800308,PH800308,5,5,3,4,4,5,5,FL,Dealer
2022,Honda,Pilot EX-L,New,"$42,000",5,3,Platinum White Pearl,Beige,Front-wheel Drive,23.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H57NB037196,CHS222157,6,5,5,5,5,5,5,NC,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,165",5,3,Lunar,–,Front-wheel Drive,42.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F29NA041853,NA041853,10,4.9,5,5,4.9,4.9,5,NC,Dealer
2022,Honda,Passport EX-L,New,"$48,205",4.9,1,Lunar Silver Metallic,Gray,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H57NB027706,N11176,0,5,5,4.9,5,4.9,5,NC,Dealer
2022,Honda,Passport EX-L,New,"$48,600",4.9,1,Platinum White Pearl,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H54NB028974,N11245,0,5,5,4.9,5,4.9,5,NC,Dealer
2022,Honda,Accord Hybrid Sport,New,"$35,401",5,1,Sonic Gray Pearl,Black,Front-wheel Drive,42.5,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F2XNA046060,N11302,0,4.9,5,5,4.9,4.9,5,NC,Dealer
2022,Honda,Pilot Black Edition,New,"$53,165",4.8,1438,Crystal,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H75NB088218,H221119,6,5,5,5,5,5,5,FL,Dealer
2022,Honda,Accord Touring,New,"$38,810",4.9,2757,Platinum White Pearl,Ivory,Front-wheel Drive,27,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,1HGCV2F96NA000829,H43921,0,5,5,5,5,5,5,FL,Dealer
2022,Honda,Pilot Black Edition,New,"$53,560",4.2,1147,Sonic Gray Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H7XNB102940,H221661,14,5,5,5,5,5,5,VA,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500",4.2,1147,Sonic Gray Pearl,Black,All-wheel Drive,22,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H89NB089980,H221550,14,5,5,5,5,5,5,VA,Dealer
2022,Honda,Pilot Sport,New,"$41,770",3.4,260,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB102659,7129,1,5,5,5,5,5,5,VA,Dealer
2022,Honda,Pilot TrailSport,New,"$46,105",3.4,260,Crystal Black Pearl,Black,AWD,22,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H82NB105307,7208,4,5,5,5,5,5,5,VA,Dealer
2022,Honda,Passport EX-L,New,"$41,153",5,1664,Sonic Gray Pearl,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H5XNB028168,35399,2750,5,5,4.9,5,4.9,5,VA,Dealer
2022,Honda,Passport TrailSport,New,"$44,660",4.4,878,Platinum White Pearl,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H60NB024283,58053,10,5,5,4.9,5,4.9,5,VA,Dealer
2022,Honda,Passport TrailSport,New,"$44,660",5,2068,Sonic Gray Pearl,Black,All-wheel Drive,21.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H66NB032064,220956,12,5,5,4.9,5,4.9,5,MD,Dealer
2023,Honda,CR-V EX-L,New,"$35,005",5,5590,Crystal Black Pearl,Gray,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS3H73PH300505,230093,15,5,5,5,4,4,5,FL,Dealer
2023,Honda,Civic Si Base,New,"$29,595",4.7,1853,Aegean Blue Metallic,–,FWD,,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E54PH471596,PH471596,6,,,,,,,FL,Dealer
2023,Honda,Accord Hybrid Sport-L,New,"$34,970",4.8,1678,Silver,Black,FWD,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,1HGCY2F72PA002831,R2831,12,,,,,,,FL,Dealer
2023,Honda,Pilot EX-L 7-Passenger,New,"$45,695",4.8,1678,Obsidian Blue Pearl,Gray,All-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H56PB002531,M2531,12,,,,,,,FL,Dealer
2023,Honda,Accord Hybrid Touring,New,"$38,985",4.8,1678,GC,Black,FWD,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,1HGCY2F86PA002761,R2761,12,,,,,,,FL,Dealer
2023,Honda,Pilot EX-L 8-Passenger,New,"$43,295",4.8,1678,Obsidian Blue Pearl,Gray,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG2H49PB001032,M1032,10,,,,,,,FL,Dealer
2023,Honda,Civic Si Base,New,"$29,195",4.7,502,Crystal Black Pearl,Black / Red,FWD,,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E51PH471104,PH471104,3,,,,,,,FL,Dealer
2022,Honda,Civic Si Base,New,"$28,990",4.7,502,Platinum White Pearl,Black / Red,Front-wheel Drive,32,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E58NH477074,NH477074,3,4.2,4,4.5,4.2,4.5,5,FL,Dealer
2023,Honda,Civic Si Base,New,"$29,590",4.7,3094,Platinum White Pearl,Black / Red,Front-wheel Drive,,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E56PH470384,A470384,11,,,,,,,FL,Dealer
2023,Honda,Civic Si Base,New,"$29,195",4.7,3094,Crystal Black Pearl,Black / Red,Front-wheel Drive,,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E50PH471112,A471112,11,,,,,,,FL,Dealer
2022,Honda,CR-V EX,New,"$29,485",4.7,3094,Platinum White Pearl,Black,Front-wheel Drive,31,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW1H58NA003252,X3252,11,4.9,4.8,4.7,4.8,4.7,4.9,FL,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240",5,4674,Urban Gray,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H93PH800408,H34345,10,5,3,4,4,5,5,VA,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,420",4.8,536,Sonic Gray Pearl,Black,All-wheel Drive,21,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FPYK3F73PB009006,H29499,0,5,4.8,4.8,4.2,5,5,DE,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,420",4.8,536,,,,,,,,,,,,,,,,,,
2022,Honda,Pilot Touring 7-Passenger,New,"$48,465",4.4,124,Crystal Black Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H66NB083990,NB083990,3,5,5,5,5,5,5,PA,Dealer
2022,Honda,Pilot Special Edition,New,"$44,205",4.5,3416,Black,–,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H23NB076475,NB076475,42,5,5,5,5,5,5,NJ,Dealer
2023,Honda,Ridgeline RTL,New,"$43,125",4.9,3078,Lunar Silver Metallic,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F55PB021138,PB021138,–,5,4.8,4.8,4.2,5,5,NJ,Dealer
2022,Honda,HR-V Sport,New,"$26,545",4.8,830,Lunar Silver Metallic,Black,All-wheel Drive,28.5,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H15NM750603,220213,5,3.8,3.2,3.6,3.6,4.2,4.2,CT,Dealer
2022,Honda,HR-V Sport,New,"$26,545",4.8,830,Aegean Blue Metallic,Black,All-wheel Drive,28.5,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H10NM749827,220208,5,3.8,3.2,3.6,3.6,4.2,4.2,CT,Dealer
2023,Honda,HR-V Sport,New,"$28,790",5,949,Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H58PM700309,H23001,–,4,5,4,5,5,5,CT,Dealer
2022,Honda,HR-V Sport,New,"$26,940",4.8,830,Platinum,Black,All-wheel Drive,28.5,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H1XNM747017,220183,9,3.8,3.2,3.6,3.6,4.2,4.2,CT,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$35,745",4.9,435,Gray,Black,All-wheel Drive,37,Hybrid,electronic continuously variable,4 Cylinder Engine,2HKRS6H52PH807508,H807508,5,5,3,4,4,5,5,MA,Dealer
2022,Honda,Pilot TrailSport,New,"$42,687",4.6,1493,Lunar Silver Metallic,Black,All-wheel Drive,22,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H84NB077803,H221019,13,5,5,5,5,5,5,MA,Dealer
2022,Honda,Pilot TrailSport,New,"$42,780",4.6,1493,Platinum White Pearl,Black,All-wheel Drive,22,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H84NB096450,H221121,15,5,5,5,5,5,5,MA,Dealer
2022,Honda,Pilot Sport,New,"$41,770",5,951,White,–,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB092190,NB092190R,11,5,5,5,5,5,5,MA,Dealer
2022,Honda,Pilot Sport,New,"$41,770",5,951,Gray,–,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB092319,NB092319R,11,5,5,5,5,5,5,MA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,447",4.6,1480,Meteorite Gray Metallic,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H91PH801220,PH801220,5,5,3,4,4,5,5,MA,Dealer
2023,Honda,Pilot Sport,New,"$42,620",4.6,1480,Platinum White,Black,All-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H32PB002041,PB002041,5,,,,,,,MA,Dealer
2022,Honda,Pilot Touring 7-Passenger,New,"$48,465",5,1337,Modern Steel Metallic,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H63NB093957,H221732,5,5,5,5,5,5,5,MA,Dealer
2022,Honda,Pilot Special Edition,New,"$44,205",5,1337,Lunar Silver Metallic,Gray,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H29NB103565,H221839,1,5,5,5,5,5,5,MA,Dealer
2022,Honda,Pilot Touring 7-Passenger,New,"$48,860",5,1337,Deep Scarlet Pearl,Beige,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H63NB096969,H221764,1,5,5,5,5,5,5,MA,Dealer
2022,Honda,Pilot EX-L,New,"$44,000",5,1337,Platinum White Pearl,Beige,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H56NB095046,H221741,1,5,5,5,5,5,5,MA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240",4.9,1450,Urban Gray Pearl,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH801118,34930,4,5,3,4,4,5,5,MA,Dealer
2022,Honda,Pilot EX-L,New,"$44,000",5,1337,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50NB087377,H221631,1,5,5,5,5,5,5,MA,Dealer
2023,Honda,CR-V EX,New,"$34,250",4.7,9,Radiant Red Metallic,Gray,AWD,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H47PH400151,830118,5,5,5,5,4,4,5,CA,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$34,150",4.7,2869,Urban Gray Pearl,Black,Front-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H57PH702375,PH702375,3,5,3,4,4,5,5,CA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240",4.7,2376,Urban Gray Pearl,–,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H90PH801032,PH801032,8,5,3,4,4,5,5,CA,Dealer
2023,Honda,Odyssey Touring,New,"$46,400",4.4,12,Radiant Red Metallic II,Beige,FWD,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H8XPB037435,5737435A,–,5,5,4,4,4,5,CA,Dealer
2023,Honda,Ridgeline RTL,New,"$41,110",4.8,12,Radiant Red Metallic II,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F57PB018841,5718841,–,5,4.8,4.8,4.2,5,5,CA,Dealer
2022,Honda,Pilot EX-L,New,"$42,000",5,12,Platinum White Pearl,Black,Front-wheel Drive,23.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H5XNB038388,5738388,5,5,5,5,5,5,5,CA,Dealer
2023,Honda,Passport Elite,New,"$48,250",4.7,2713,Platinum White Pearl,–,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H05PB002178,PB002178,5,,,,,,,CA,Dealer
2022,Honda,Pilot Sport,New,"$40,770",5,333,Sonic Gray Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB102877,78753,7,5,5,5,5,5,5,NV,Dealer
2022,Honda,Pilot Sport,New,"$39,406",4.3,3504,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB086093,181854,12,5,5,5,5,5,5,AZ,Dealer
2023,Honda,Pilot Touring 8-Passenger,New,"$50,350",4.3,1239,White,Gray,All-wheel Drive,22,Gasoline,10-SPEED A/T,V6 Cylinder Engine,5FNYG1H77PB001602,44705,1,,,,,,,UT,Dealer
2023,Honda,CR-V EX-L,New,"$36,900",4.6,985,Radiant Red Metallic,Gray,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H76PH408428,2C0147,–,5,5,5,4,4,5,CO,Dealer
2022,Honda,Pilot Special Edition,New,"$43,687",4.8,563,Sonic Gray Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H20NB105186,H17169,3,5,5,5,5,5,5,WA,Dealer
2022,Honda,Pilot Special Edition,New,"$41,765",5,10,Platinum White Pearl,Black,All-wheel Drive,22.5,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H20NB100313,13012,–,5,5,5,5,5,5,WA,Dealer
2023,Honda,Ridgeline RTL-E,New,"$48,820",4.8,6,Radiant Red Metallic II,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F70PB014597,X7017,5,5,4.8,4.8,4.2,5,5,NE,Dealer
